image_id,label
im79sadness.png,negative
im841angry.png,negative
im877fearful.png,neutral
im182sadness.png,negative
im870angry.png,negative
im1203sadness.png,negative
im788sadness.png,negative
im935sadness.png,neutral
im898angry.png,positive
im639sadness.png,negative
im1220sadness.png,negative
im646sadness.png,neutral
im132angry.png,neutral
im55angry.png,negative
im74sadness.png,negative
im823angry.png,negative
im96angry.png,neutral
im158angry.png,negative
im142fearful.png,negative
im242angry.png,negative
im660angry.png,negative
im890sadness.png,negative
im562sadness.png,negative
im5disgusted.png,negative
im28fearful.png,negative
im290angry.png,positive
im436angry.png,negative
im666angry.png,negative
im301sadness.png,negative
im957sadness.png,negative
im667fearful.png,negative
im160sadness.png,negative
im807fearful.png,negative
im920sadness.png,negative
im131sadness.png,negative
im828angry.png,negative
im592angry.png,negative
im1009sadness.png,negative
im997fearful.png,negative
im614angry.png,negative
im113angry.png,negative
im461fearful.png,neutral
im133fearful.png,negative
im522fearful.png,negative
im699angry.png,negative
im63disgusted.png,negative
im38sadness.png,negative
im1079sadness.png,positive
im74angry.png,negative
im207sadness.png,negative
im555fearful.png,negative
im376angry.png,negative
im825sadness.png,negative
im495sadness.png,negative
im605fearful.png,negative
im0angry.png,negative
im855fearful.png,negative
im75disgusted.png,negative
im779angry.png,negative
im1185sadness.png,negative
im957angry.png,negative
im425fearful.png,negative
im89fearful.png,negative
im221fearful.png,negative
im94angry.png,negative
im80fearful.png,negative
im86sadness.png,negative
im466fearful.png,negative
im39angry.png,negative
im354sadness.png,negative
im266angry.png,negative
im86fearful.png,negative
im534fearful.png,negative
im88fearful.png,negative
im1201sadness.png,negative
im1176sadness.png,negative
im416sadness.png,negative
im352sadness.png,negative
im284sadness.png,negative
im650sadness.png,positive
im519fearful.png,negative
im481fearful.png,positive
im87disgusted.png,negative
im6angry.png,negative
im127fearful.png,negative
im115angry.png,positive
im117angry.png,negative
im936sadness.png,neutral
im480fearful.png,negative
im209fearful.png,negative
im687angry.png,negative
im363sadness.png,negative
im545sadness.png,negative
im5sadness.png,negative
im862fearful.png,negative
im402angry.png,negative
im319fearful.png,negative
im403sadness.png,negative
im769sadness.png,negative
im814fearful.png,negative
im1196sadness.png,negative
im139fearful.png,negative
im737angry.png,negative
im470angry.png,negative
im519sadness.png,positive
im483angry.png,negative
im18sadness.png,negative
im114fearful.png,negative
im690angry.png,negative
im780angry.png,negative
im746angry.png,negative
im503angry.png,negative
im151sadness.png,negative
im1121sadness.png,negative
im982sadness.png,negative
im636angry.png,negative
im1143sadness.png,negative
im999sadness.png,negative
im467sadness.png,negative
im912fearful.png,negative
im823fearful.png,negative
im852fearful.png,negative
im1035sadness.png,negative
im602angry.png,negative
im1051sadness.png,negative
im37fearful.png,negative
im445angry.png,negative
im772sadness.png,neutral
im342sadness.png,negative
im69fearful.png,negative
im472fearful.png,positive
im955fearful.png,negative
im10fearful.png,negative
im884sadness.png,neutral
im838sadness.png,negative
im234fearful.png,negative
im416fearful.png,negative
im751sadness.png,negative
im1168sadness.png,negative
im60angry.png,negative
im547angry.png,negative
im633sadness.png,negative
im772fearful.png,neutral
im856fearful.png,negative
im992fearful.png,negative
im147angry.png,negative
im268sadness.png,negative
im786fearful.png,negative
im237sadness.png,negative
im990sadness.png,negative
im609angry.png,positive
im887sadness.png,neutral
im924sadness.png,positive
im439sadness.png,negative
im141fearful.png,negative
im468fearful.png,negative
im341angry.png,negative
im25angry.png,positive
im661fearful.png,negative
im61sadness.png,neutral
im1028sadness.png,neutral
im658sadness.png,negative
im11sadness.png,positive
im507fearful.png,negative
im312sadness.png,negative
im242fearful.png,negative
im220sadness.png,negative
im552fearful.png,negative
im691fearful.png,negative
im566angry.png,negative
im634sadness.png,negative
im77disgusted.png,negative
im128angry.png,negative
im98angry.png,negative
im869angry.png,positive
im942angry.png,negative
im116fearful.png,negative
im1043sadness.png,positive
im493fearful.png,negative
im477fearful.png,negative
im252fearful.png,negative
im365sadness.png,negative
im272fearful.png,negative
im713angry.png,negative
im37disgusted.png,negative
im915angry.png,positive
im876fearful.png,positive
im1123sadness.png,negative
im742sadness.png,positive
im269sadness.png,negative
im666fearful.png,negative
im105angry.png,negative
im682sadness.png,negative
im262fearful.png,negative
im110disgusted.png,negative
im726fearful.png,negative
im746sadness.png,negative
im566sadness.png,negative
im1155sadness.png,neutral
im184sadness.png,negative
im579fearful.png,negative
im88disgusted.png,negative
im328fearful.png,negative
im680angry.png,negative
im345fearful.png,negative
im31disgusted.png,negative
im317angry.png,negative
im13angry.png,negative
im502angry.png,negative
im480sadness.png,positive
im159sadness.png,negative
im460fearful.png,negative
im492sadness.png,positive
im738angry.png,negative
im133sadness.png,negative
im473angry.png,negative
im229fearful.png,negative
im333sadness.png,negative
im932fearful.png,negative
im1081sadness.png,negative
im171angry.png,negative
im457fearful.png,negative
im263angry.png,negative
im446angry.png,negative
im526sadness.png,negative
im254sadness.png,negative
im848angry.png,negative
im636sadness.png,negative
im859sadness.png,neutral
im341sadness.png,negative
im96fearful.png,negative
im888fearful.png,negative
im673sadness.png,negative
im914fearful.png,positive
im481angry.png,negative
im705fearful.png,negative
im10sadness.png,negative
im586sadness.png,negative
im577angry.png,positive
im54angry.png,negative
im385sadness.png,negative
im875fearful.png,negative
im397fearful.png,negative
im843angry.png,negative
im973fearful.png,positive
im93fearful.png,negative
im78sadness.png,negative
im751fearful.png,negative
im144fearful.png,negative
im385fearful.png,negative
im283sadness.png,negative
im1232sadness.png,negative
im628fearful.png,negative
im906angry.png,negative
im117fearful.png,negative
im694fearful.png,negative
im104sadness.png,negative
im951fearful.png,neutral
im753fearful.png,neutral
im650fearful.png,negative
im933fearful.png,negative
im1076sadness.png,negative
im304fearful.png,negative
im1097sadness.png,negative
im509sadness.png,negative
im990fearful.png,positive
im384angry.png,negative
im222fearful.png,neutral
im440sadness.png,negative
im313angry.png,neutral
im175angry.png,positive
im785sadness.png,neutral
im124fearful.png,negative
im121fearful.png,negative
im155angry.png,negative
im703sadness.png,positive
im231angry.png,negative
im585angry.png,negative
im235angry.png,negative
im421fearful.png,negative
im923angry.png,negative
im337sadness.png,negative
im709angry.png,negative
im635sadness.png,negative
im511sadness.png,negative
im88angry.png,negative
im63sadness.png,negative
im210fearful.png,positive
im0disgusted.png,negative
im640angry.png,negative
im591fearful.png,positive
im323angry.png,negative
im647angry.png,negative
im607angry.png,negative
im263sadness.png,neutral
im216angry.png,negative
im955sadness.png,negative
im305sadness.png,negative
im449sadness.png,negative
im739fearful.png,negative
im667angry.png,negative
im856angry.png,negative
im107disgusted.png,negative
im1159sadness.png,neutral
im1122sadness.png,positive
im308angry.png,neutral
im233sadness.png,negative
im999fearful.png,negative
im649fearful.png,negative
im25disgusted.png,negative
im470sadness.png,neutral
im199fearful.png,negative
im902fearful.png,negative
im73sadness.png,negative
im1239sadness.png,negative
im237angry.png,negative
im59disgusted.png,negative
im789fearful.png,neutral
im230fearful.png,negative
im740sadness.png,positive
im379fearful.png,negative
im243fearful.png,negative
im392sadness.png,negative
im13disgusted.png,negative
im874angry.png,positive
im35sadness.png,negative
im976sadness.png,negative
im730angry.png,negative
im531fearful.png,negative
im97sadness.png,negative
im223sadness.png,negative
im778sadness.png,negative
im489sadness.png,negative
im607sadness.png,negative
im243angry.png,negative
im280angry.png,negative
im56disgusted.png,negative
im549fearful.png,negative
im505sadness.png,negative
im397sadness.png,negative
im1219sadness.png,negative
im250angry.png,negative
im248sadness.png,negative
im323fearful.png,negative
im413sadness.png,negative
im251angry.png,negative
im1134sadness.png,negative
im38disgusted.png,negative
im205angry.png,neutral
im622sadness.png,negative
im387angry.png,negative
im731sadness.png,neutral
im878sadness.png,negative
im783sadness.png,positive
im1016sadness.png,negative
im94disgusted.png,negative
im696angry.png,negative
im826fearful.png,negative
im371angry.png,negative
im18angry.png,negative
im900angry.png,negative
im130fearful.png,negative
im886fearful.png,negative
im920angry.png,negative
im649angry.png,negative
im611fearful.png,negative
im1077sadness.png,negative
im524sadness.png,negative
im33angry.png,negative
im912sadness.png,negative
im918sadness.png,negative
im505fearful.png,negative
im559fearful.png,negative
im288fearful.png,negative
im715sadness.png,negative
im447fearful.png,negative
im561angry.png,negative
im444fearful.png,negative
im1133sadness.png,neutral
im1104sadness.png,negative
im528fearful.png,negative
im897sadness.png,negative
im171fearful.png,neutral
im875sadness.png,positive
im491sadness.png,neutral
im212sadness.png,negative
im41sadness.png,negative
im181sadness.png,negative
im801fearful.png,negative
im1047sadness.png,negative
im522angry.png,negative
im233angry.png,negative
im382angry.png,neutral
im398angry.png,negative
im880angry.png,negative
im78fearful.png,negative
im1192sadness.png,negative
im349fearful.png,positive
im485angry.png,negative
im775fearful.png,negative
im331sadness.png,neutral
im866angry.png,negative
im871sadness.png,negative
im942sadness.png,neutral
im298sadness.png,negative
im532fearful.png,negative
im428angry.png,negative
im1200sadness.png,negative
im213fearful.png,negative
im630fearful.png,negative
im1017sadness.png,negative
im241fearful.png,positive
im140fearful.png,negative
im258sadness.png,neutral
im729sadness.png,negative
im954angry.png,negative
im3disgusted.png,negative
im329fearful.png,negative
im200sadness.png,neutral
im824fearful.png,negative
im1216sadness.png,negative
im1010fearful.png,negative
im927angry.png,negative
im40fearful.png,negative
im802fearful.png,negative
im1145sadness.png,negative
im949angry.png,negative
im15angry.png,negative
im369angry.png,negative
im604fearful.png,negative
im75angry.png,negative
im913sadness.png,positive
im138sadness.png,negative
im414angry.png,negative
im849fearful.png,negative
im624sadness.png,negative
im966fearful.png,negative
im728fearful.png,negative
im1221sadness.png,negative
im556fearful.png,negative
im529sadness.png,negative
im369fearful.png,negative
im963fearful.png,negative
im681angry.png,negative
im912angry.png,negative
im170fearful.png,negative
im205fearful.png,negative
im760sadness.png,neutral
im443angry.png,negative
im638fearful.png,negative
im83disgusted.png,negative
im441sadness.png,negative
im909fearful.png,negative
im894fearful.png,neutral
im773angry.png,negative
im152angry.png,negative
im105sadness.png,negative
im400fearful.png,negative
im856sadness.png,neutral
im305angry.png,negative
im846fearful.png,positive
im182angry.png,negative
im895fearful.png,negative
im1020sadness.png,negative
im1060sadness.png,negative
im184fearful.png,negative
im76sadness.png,negative
im1046sadness.png,negative
im938fearful.png,negative
im163sadness.png,negative
im419fearful.png,neutral
im36disgusted.png,negative
im494fearful.png,negative
im607fearful.png,negative
im947fearful.png,neutral
im143sadness.png,negative
im933sadness.png,negative
im929angry.png,negative
im448fearful.png,negative
im70angry.png,negative
im73fearful.png,negative
im626angry.png,negative
im43disgusted.png,negative
im514fearful.png,negative
im396fearful.png,positive
im367sadness.png,negative
im1109sadness.png,negative
im661angry.png,neutral
im58fearful.png,negative
im377sadness.png,negative
im623sadness.png,neutral
im214fearful.png,negative
im285angry.png,negative
im464fearful.png,negative
im115sadness.png,neutral
im806angry.png,negative
im738sadness.png,negative
im277angry.png,negative
im800angry.png,negative
im56fearful.png,negative
im396sadness.png,negative
im490fearful.png,negative
im1018fearful.png,negative
im750fearful.png,neutral
im235fearful.png,neutral
im984fearful.png,negative
im748angry.png,negative
im749sadness.png,neutral
im903fearful.png,negative
im994fearful.png,negative
im828sadness.png,negative
im18disgusted.png,negative
im41fearful.png,negative
im1231sadness.png,negative
im294angry.png,negative
im136angry.png,negative
im930sadness.png,negative
im695sadness.png,neutral
im401fearful.png,negative
im101angry.png,negative
im296angry.png,negative
im720sadness.png,negative
im512angry.png,negative
im534sadness.png,negative
im409fearful.png,negative
im379sadness.png,negative
im178sadness.png,negative
im392fearful.png,negative
im568fearful.png,negative
im1angry.png,negative
im432angry.png,negative
im338sadness.png,negative
im605sadness.png,negative
im741angry.png,negative
im516angry.png,negative
im925fearful.png,negative
im359sadness.png,positive
im919sadness.png,negative
im1fearful.png,negative
im681fearful.png,neutral
im921fearful.png,negative
im594sadness.png,negative
im1096sadness.png,negative
im213sadness.png,negative
im693angry.png,negative
im94sadness.png,negative
im560sadness.png,negative
im792fearful.png,negative
im394sadness.png,negative
im213angry.png,negative
im587angry.png,negative
im707sadness.png,negative
im973sadness.png,neutral
im690fearful.png,positive
im44sadness.png,negative
im936fearful.png,negative
im309sadness.png,negative
im554sadness.png,negative
im753sadness.png,positive
im777fearful.png,negative
im164fearful.png,positive
im891sadness.png,negative
im967sadness.png,negative
im71fearful.png,neutral
im799angry.png,neutral
im791fearful.png,negative
im962sadness.png,negative
im799sadness.png,neutral
im722angry.png,negative
im46disgusted.png,negative
im108fearful.png,negative
im141sadness.png,negative
im959sadness.png,neutral
im687sadness.png,neutral
im672sadness.png,negative
im444angry.png,negative
im26sadness.png,negative
im130sadness.png,negative
im233fearful.png,negative
im340fearful.png,negative
im700fearful.png,negative
im62sadness.png,negative
im239sadness.png,negative
im653sadness.png,negative
im859angry.png,negative
im245fearful.png,negative
im1061sadness.png,neutral
im920fearful.png,negative
im898sadness.png,negative
im109disgusted.png,negative
im1184sadness.png,negative
im593fearful.png,negative
im94fearful.png,negative
im230angry.png,positive
im108sadness.png,neutral
im842angry.png,negative
im612fearful.png,negative
im384sadness.png,negative
im574fearful.png,negative
im858fearful.png,neutral
im109fearful.png,positive
im987fearful.png,negative
im556angry.png,negative
im256angry.png,positive
im204fearful.png,negative
im372fearful.png,negative
im243sadness.png,negative
im751angry.png,negative
im459fearful.png,negative
im1017fearful.png,negative
im845angry.png,negative
im910sadness.png,neutral
im84disgusted.png,neutral
im595angry.png,negative
im651fearful.png,negative
im17sadness.png,negative
im664fearful.png,negative
im1129sadness.png,negative
im802sadness.png,negative
im761angry.png,positive
im835fearful.png,negative
im221sadness.png,neutral
im569fearful.png,negative
im543angry.png,negative
im347sadness.png,negative
im1016fearful.png,negative
im240angry.png,neutral
im787sadness.png,neutral
im109sadness.png,positive
im1107sadness.png,neutral
im1187sadness.png,negative
im54disgusted.png,negative
im506angry.png,negative
im1105sadness.png,negative
im1166sadness.png,negative
im461angry.png,negative
im399fearful.png,negative
im426fearful.png,negative
im954sadness.png,negative
im1099sadness.png,negative
im790angry.png,negative
im29disgusted.png,negative
im380fearful.png,negative
im107fearful.png,negative
im939angry.png,negative
im111angry.png,neutral
im303sadness.png,negative
im87angry.png,negative
im913angry.png,negative
im215fearful.png,negative
im803sadness.png,negative
im714sadness.png,negative
im942fearful.png,negative
im91disgusted.png,negative
im644sadness.png,negative
im441fearful.png,negative
im889sadness.png,neutral
im1041sadness.png,negative
im960fearful.png,neutral
im993sadness.png,positive
im447angry.png,neutral
im859fearful.png,negative
im29fearful.png,negative
im767angry.png,negative
im989sadness.png,negative
im238fearful.png,negative
im93disgusted.png,negative
im17disgusted.png,negative
im130angry.png,negative
im981fearful.png,negative
im823sadness.png,negative
im613fearful.png,negative
im186sadness.png,positive
im659angry.png,negative
im969fearful.png,positive
im181angry.png,positive
im129fearful.png,negative
im822sadness.png,neutral
im1246sadness.png,negative
im277fearful.png,negative
im165sadness.png,negative
im241sadness.png,positive
im164sadness.png,positive
im254fearful.png,negative
im320sadness.png,negative
im312fearful.png,negative
im787fearful.png,negative
im762sadness.png,negative
im352angry.png,negative
im756angry.png,negative
im989fearful.png,negative
im1085sadness.png,negative
im946fearful.png,negative
im532sadness.png,neutral
im66fearful.png,negative
im789angry.png,negative
im850fearful.png,negative
im818angry.png,positive
im679fearful.png,negative
im921angry.png,neutral
im1055sadness.png,negative
im508angry.png,negative
im169angry.png,negative
im677sadness.png,negative
im974fearful.png,negative
im454fearful.png,negative
im514sadness.png,negative
im206sadness.png,negative
im767fearful.png,negative
im71disgusted.png,negative
im544angry.png,positive
im7angry.png,negative
im744fearful.png,negative
im740fearful.png,negative
im368fearful.png,negative
im160angry.png,negative
im48disgusted.png,negative
im146sadness.png,negative
im701sadness.png,negative
im218angry.png,negative
im68sadness.png,negative
im378fearful.png,negative
im898fearful.png,negative
im3angry.png,negative
im938sadness.png,negative
im1132sadness.png,negative
im101sadness.png,negative
im909sadness.png,neutral
im858angry.png,negative
im1206sadness.png,neutral
im79fearful.png,negative
im325fearful.png,negative
im508fearful.png,negative
im393fearful.png,negative
im620angry.png,negative
im188angry.png,negative
im564fearful.png,negative
im1227sadness.png,negative
im627fearful.png,negative
im315fearful.png,negative
im161fearful.png,neutral
im812sadness.png,negative
im98sadness.png,negative
im1233sadness.png,negative
im489fearful.png,negative
im515sadness.png,negative
im1014sadness.png,negative
im956sadness.png,negative
im814sadness.png,negative
im940sadness.png,neutral
im903angry.png,negative
im924angry.png,negative
im99disgusted.png,negative
im633fearful.png,negative
im275fearful.png,negative
im909angry.png,negative
im652sadness.png,neutral
im869sadness.png,negative
im506sadness.png,negative
im584angry.png,negative
im40disgusted.png,negative
im439fearful.png,negative
im212fearful.png,negative
im583fearful.png,neutral
im754angry.png,negative
im812fearful.png,negative
im605angry.png,negative
im635fearful.png,negative
im72sadness.png,negative
im926angry.png,neutral
im576angry.png,negative
im256fearful.png,positive
im306sadness.png,negative
im471angry.png,neutral
im192sadness.png,negative
im32sadness.png,negative
im413fearful.png,negative
im736angry.png,negative
im360sadness.png,negative
im776fearful.png,negative
im361sadness.png,neutral
im57disgusted.png,negative
im1131sadness.png,negative
im351fearful.png,negative
im972sadness.png,negative
im299fearful.png,negative
im860sadness.png,negative
im984sadness.png,negative
im231fearful.png,negative
im249fearful.png,negative
im66sadness.png,negative
im808angry.png,negative
im584fearful.png,negative
im503sadness.png,negative
im107angry.png,negative
im19sadness.png,negative
im955angry.png,neutral
im0fearful.png,negative
im1173sadness.png,negative
im624angry.png,negative
im1027sadness.png,negative
im259sadness.png,negative
im1087sadness.png,negative
im766angry.png,negative
im589angry.png,neutral
im813angry.png,negative
im12angry.png,negative
im97fearful.png,negative
im50disgusted.png,negative
im545fearful.png,negative
im901sadness.png,negative
im255sadness.png,negative
im615sadness.png,negative
im62angry.png,negative
